title,category,price_usd,filename
Laptop Setup Planner,Technology,4.00,laptop-setup-planner.pdf
Digital Literacy Starter,Technology,4.00,digital-literacy-starter.pdf
Salon Service Planner,Lifestyle,4.00,salon-service-planner.pdf
Beauty Product Inventory,Lifestyle,3.00,beauty-product-inventory.pdf
Self-Care Routine Sheet,Lifestyle,4.00,self-care-routine-sheet.pdf
Routine Beauty Schedule,Lifestyle,3.00,routine-beauty-schedule.pdf
Client Booking Checklist,Lifestyle,3.00,client-booking-checklist.pdf
Spa Treatment Tracker,Lifestyle,3.00,spa-treatment-tracker.pdf
At-Home Glow Routine,Lifestyle,3.00,at-home-glow-routine.pdf
Wellness Gift Planning,Lifestyle,3.00,wellness-gift-planning.pdf
Personal Care Budget,Lifestyle,5.00,personal-care-budget.pdf
Luxury Self-Care Planner,Lifestyle,4.00,luxury-self-care-planner.pdf
Business Website Audit,Digital business,7.00,business-website-audit.pdf
Landing Page Checklist,Digital business,7.00,landing-page-checklist.pdf
Client Portal Setup,Digital business,7.00,client-portal-setup.pdf
Membership Funnel Planner,Digital business,7.00,membership-funnel-planner.pdf
Website Lead Capture Sheet,Digital business,7.00,website-lead-capture-sheet.pdf
Page Speed Fix Plan,Digital business,7.00,page-speed-fix-plan.pdf
Online Service Menu,Digital business,8.00,online-service-menu.pdf
Booking Flow Review,Digital business,7.00,booking-flow-review.pdf
Website Refresh Planner,Digital business,7.00,website-refresh-planner.pdf
Digital Sales Funnel Sheet,Digital business,7.00,digital-sales-funnel-sheet.pdf
Freelance Onboarding Tracker,Freelance,5.00,freelance-onboarding-tracker.pdf
Project Scope Tracker,Freelance,5.00,project-scope-tracker.pdf
Client Communication Log,Freelance,5.00,client-communication-log.pdf
Proposal Follow-Up Sheet,Freelance,5.00,proposal-follow-up-sheet.pdf
Contract Renewal Planner,Freelance,7.00,contract-renewal-planner.pdf
Referral Ask Script,Freelance,5.00,referral-ask-script.pdf
Service Delivery Checklist,Freelance,6.00,service-delivery-checklist.pdf
Weekly Client Review,Freelance,5.00,weekly-client-review.pdf
Rate Increase Planner,Freelance,5.00,rate-increase-planner.pdf
Client Win Tracker,Freelance,5.00,client-win-tracker.pdf
